day,fair
25-01-2018,124
31-01-2020,264
27-08-2019,437
28-09-2019,434
23-06-2020,167
25-07-2018,74
08-01-2018,177
04-08-2020,426
21-05-2019,344
16-03-2018,305
27-10-2019,158
11-08-2019,464
26-07-2018,261
12-03-2019,186
02-01-2020,496
05-01-2019,322
11-06-2020,285
15-02-2020,141
03-06-2020,351
22-04-2019,143
01-06-2020,178
21-06-2020,242
17-09-2018,456
17-08-2018,160
19-01-2018,265
11-02-2018,216
29-05-2019,156
26-08-2018,253
09-05-2018,191
03-11-2019,66
01-11-2018,460
10-02-2018,382
13-12-2020,153
04-01-2019,149
17-06-2020,382
05-09-2019,375
09-12-2020,367
03-08-2020,59
06-11-2019,63
11-10-2018,428
28-09-2018,62
25-03-2019,394
18-07-2020,364
26-03-2019,262
13-06-2018,202
19-01-2020,302
13-03-2019,290
21-08-2019,133
28-11-2018,220
02-04-2018,277
11-08-2020,320
21-01-2018,489
03-10-2018,71
16-11-2020,123
23-12-2020,104
29-11-2018,206
02-01-2019,305
05-09-2019,338
19-10-2020,354
15-12-2019,352
11-02-2020,284
06-06-2018,477
17-07-2020,165
31-08-2020,478
07-05-2019,481
13-07-2018,478
20-02-2019,89
29-05-2020,485
16-07-2019,198
11-10-2018,498
10-08-2018,409
02-11-2020,484
19-07-2020,160
05-01-2019,451
13-02-2020,118
05-07-2018,97
09-05-2019,139
29-12-2019,242
30-06-2018,134
19-02-2020,277
29-10-2018,137
03-06-2020,371
24-12-2020,99
17-09-2020,164
22-02-2020,394
28-01-2019,466
19-09-2020,265
10-12-2019,206
29-07-2018,389
14-03-2020,431
01-08-2018,438
23-01-2019,457
29-12-2020,314
29-06-2020,250
26-09-2018,308
28-12-2018,158
26-05-2020,493
02-12-2018,173
26-10-2020,487
29-03-2020,87
25-06-2019,185
28-07-2020,53
04-08-2019,438
30-08-2019,386
06-02-2019,117
20-02-2019,182
01-11-2020,370
14-02-2019,305
17-03-2018,184
26-11-2019,285
21-05-2018,351
12-01-2018,229
09-08-2020,366
24-02-2020,132
27-11-2020,364
01-05-2018,488
03-11-2018,143
31-01-2019,371
10-11-2018,133
16-03-2020,356
13-08-2018,80
07-07-2018,233
21-03-2020,279
11-08-2019,242
25-02-2018,318
23-08-2019,51
13-09-2019,163
28-01-2020,368
18-12-2020,131
12-12-2020,132
11-05-2018,148
25-07-2019,151
17-07-2018,471
02-03-2018,459
16-11-2020,402
17-11-2019,100
27-01-2019,130
05-05-2019,452
19-08-2018,255
29-11-2020,111
04-06-2020,163
07-05-2018,96
14-08-2019,115
26-08-2019,286
29-10-2018,364
10-05-2018,119
30-08-2019,187
04-02-2018,142
04-07-2019,57
10-08-2020,279
24-05-2020,280
03-05-2018,137
19-11-2018,475
19-09-2019,373
13-04-2019,126
02-08-2018,320
23-04-2018,350
08-05-2018,403
25-12-2020,195
30-12-2020,492
17-12-2018,314
13-10-2018,217
09-08-2018,287
04-10-2019,389
05-07-2019,407
28-06-2018,407
11-10-2020,365
27-12-2018,316
10-09-2018,100
04-07-2018,397
02-06-2018,455
10-04-2020,438
11-08-2019,279
02-10-2020,361
12-02-2018,182
28-11-2018,78
12-12-2020,137
08-08-2019,287
28-07-2018,327
09-01-2020,278
25-03-2018,224
12-04-2018,240
20-03-2020,491
01-09-2020,153
02-09-2018,424
01-06-2019,270
14-07-2018,70
04-11-2018,159
06-04-2018,414
24-07-2020,207
20-04-2018,397
20-03-2019,443
05-08-2020,101
11-11-2019,191
08-03-2018,320
16-10-2019,69
15-07-2018,139
01-12-2018,294
23-02-2020,201
26-12-2020,245
07-12-2020,373
20-01-2018,134
24-06-2020,104
26-06-2019,269
09-01-2018,275
22-07-2019,449
18-05-2020,123
16-10-2018,185
25-02-2020,236
29-12-2018,321
11-11-2019,389
23-05-2020,224
08-07-2018,368
29-12-2019,231
12-06-2018,60
28-02-2018,355
19-04-2018,202
12-01-2018,249
10-04-2019,134
13-02-2019,372
01-11-2018,353
15-05-2018,435
16-10-2020,421
30-11-2018,88
31-07-2018,440
30-11-2019,396
06-07-2018,272
10-05-2019,296
18-05-2018,349
05-02-2019,201
07-02-2019,424
07-06-2018,109
20-03-2019,237
29-01-2020,263
12-07-2018,139
04-12-2019,490
14-08-2019,341
31-07-2018,482
11-09-2020,125
13-08-2020,462
03-06-2019,405
14-01-2018,107
25-04-2018,451
20-05-2020,411
05-08-2019,316
08-02-2019,480
22-04-2018,123
26-11-2020,146
01-03-2019,105
28-03-2020,207
12-01-2018,187
27-05-2020,250
06-07-2018,315
14-04-2018,160
08-04-2020,269
16-10-2019,452
30-05-2019,100
10-01-2019,382
09-11-2018,437
12-05-2018,483
16-12-2019,165
01-06-2019,165
21-10-2018,218
12-02-2018,207
06-04-2019,406
21-05-2019,102
11-02-2019,296
01-10-2020,288
11-04-2018,110
23-03-2020,81
18-09-2020,342
14-06-2018,365
26-12-2018,114
08-09-2018,498
14-02-2020,69
01-09-2020,171
03-10-2020,255
01-10-2018,405
08-02-2018,304
07-05-2018,143
25-10-2020,427
17-12-2018,96
09-08-2020,238
17-02-2019,177
17-01-2019,218
11-10-2020,173
19-12-2018,476
05-02-2019,490
26-06-2020,117
05-01-2019,230
18-08-2018,407
16-05-2018,155
15-02-2018,214
22-07-2019,129
26-08-2020,348
14-06-2019,313
01-07-2018,86
22-06-2019,299
23-04-2020,366
19-03-2020,99
24-08-2018,366
16-03-2019,184
26-12-2020,447
23-03-2019,367
27-12-2019,365
09-07-2020,129
18-12-2018,323
24-05-2020,214
04-10-2019,322
11-05-2019,345
26-04-2020,87
12-03-2018,415
10-03-2019,221
25-02-2020,199
23-11-2018,279
20-01-2020,308
16-12-2018,462
15-12-2018,269
23-10-2019,364
30-11-2020,253
17-10-2019,299
05-04-2019,416
03-01-2020,242
17-03-2019,109
02-02-2019,391
10-08-2018,374
04-10-2018,364
07-12-2020,299
20-11-2020,444
21-10-2019,98
04-08-2018,317
27-06-2019,158
12-01-2019,219
13-09-2020,358
15-04-2018,268
14-04-2018,286
04-01-2018,317
23-03-2019,110
21-10-2019,201
21-09-2019,137
01-04-2020,277
25-04-2020,257
29-03-2019,326
30-06-2018,396
02-01-2018,67
05-12-2020,327
11-09-2019,407
17-04-2019,71
19-01-2020,486
24-07-2020,306
09-04-2020,503
24-02-2018,846
05-02-2020,565
12-02-2018,840
07-12-2020,106
29-06-2018,658
22-01-2018,325
07-03-2019,249
07-10-2019,312
14-12-2020,720
29-05-2019,306
13-02-2018,64
10-01-2019,164
02-07-2019,473
06-04-2020,329
30-08-2020,42
03-06-2020,245
14-11-2018,265
16-08-2019,981
17-10-2020,826
16-09-2018,376
06-02-2019,499
10-03-2020,951
28-08-2019,250
02-05-2018,143
07-10-2019,484
03-05-2018,187
01-09-2019,581
14-11-2018,346
02-06-2019,337
12-06-2018,832
30-04-2020,977
06-01-2019,841
19-02-2019,644
25-06-2020,867
15-08-2019,436
25-07-2018,702
22-12-2018,374
26-03-2018,982
25-12-2019,58
30-12-2019,861
26-12-2018,795
16-01-2020,828
18-04-2020,839
07-08-2020,252
30-06-2019,202
08-09-2018,527
25-09-2019,271
18-07-2020,855
02-05-2018,89
08-08-2020,98
19-03-2019,225
04-12-2020,501
16-02-2018,367
14-08-2018,417
13-02-2018,202
20-01-2018,17
19-08-2019,988
21-11-2018,582
12-01-2019,965
03-11-2020,247
20-04-2018,80
11-06-2020,415
27-04-2019,164
16-05-2020,128
27-03-2018,6
09-09-2020,696
02-01-2018,59
21-08-2018,398
02-06-2020,753
02-05-2020,424
10-11-2020,182
01-12-2018,440
11-06-2020,23
30-01-2020,159
05-02-2020,302
24-10-2018,783
15-01-2020,583
12-01-2018,627
26-04-2019,324
07-07-2020,182
02-05-2020,164
04-01-2020,968
31-05-2020,381
21-06-2019,569
11-11-2019,354
24-09-2019,738
13-04-2018,375
20-11-2020,162
17-06-2020,403
09-08-2019,904
31-07-2018,631
28-03-2019,647
16-05-2019,462
15-06-2019,467
08-11-2019,811
04-06-2019,250
29-03-2019,88
23-10-2020,747
07-10-2019,497
04-02-2019,446
25-12-2020,190
13-11-2020,519
25-10-2018,67
08-03-2018,749
16-05-2020,85
29-03-2019,495
01-07-2020,678
24-10-2018,468
26-04-2018,326
11-12-2018,659
01-05-2018,493
14-08-2018,464
31-05-2019,376
09-02-2019,463
09-04-2020,619
21-12-2020,905
07-11-2018,392
09-10-2020,955
02-09-2020,622
30-12-2018,210
28-09-2018,570
02-10-2019,882
14-10-2019,813
09-06-2020,399
12-12-2019,98
21-07-2019,117
26-04-2020,449
17-09-2018,470
12-07-2019,412
22-11-2019,516
24-01-2018,934
19-07-2019,118
13-01-2019,105
23-04-2019,111
31-10-2018,263
06-08-2019,282
14-10-2018,817
15-01-2019,103
04-10-2018,762
26-12-2019,193
21-11-2018,545
06-10-2019,858
30-05-2018,356
06-12-2020,467
28-05-2020,762
25-01-2018,138
23-11-2020,12
20-07-2020,337
30-06-2018,2
20-06-2019,151
04-08-2018,147
10-02-2019,623
08-05-2019,314
18-12-2018,362
24-06-2020,242
01-02-2020,321
28-03-2020,175
25-12-2018,29
20-05-2018,159
29-10-2020,439
05-09-2018,75
08-04-2019,119
30-09-2018,994
19-09-2019,908
13-04-2020,643
06-01-2020,266
12-08-2018,466
10-02-2018,691
13-07-2020,87
07-06-2018,918
01-02-2018,742
19-12-2020,43
11-01-2018,733
16-02-2019,313
19-10-2019,100
01-11-2018,155
21-07-2020,241
03-12-2020,496
20-10-2019,586
08-01-2019,477
04-11-2018,403
08-08-2020,702
22-12-2018,212
17-12-2020,707
15-09-2020,247
22-02-2018,807
11-09-2020,87
11-02-2020,677
07-11-2018,598
23-02-2019,584
05-04-2020,279
28-02-2018,850
21-04-2020,90
11-04-2018,181
24-03-2018,426
04-10-2018,569
26-12-2018,726
18-11-2019,477
28-02-2019,207
03-11-2019,831
03-07-2020,431
03-11-2018,932
05-03-2018,693
09-07-2020,291
21-06-2018,194
07-02-2019,625
26-03-2020,114
30-11-2020,372
26-06-2018,318
14-02-2019,256
03-04-2018,429
15-05-2019,329
26-08-2018,334
01-03-2020,114
08-06-2019,155
06-03-2020,338
14-03-2019,186
03-03-2018,392
31-01-2019,88
15-05-2020,452
05-06-2018,153
16-10-2020,307
13-01-2020,466
12-01-2018,75
29-09-2018,298
02-12-2019,468
31-10-2020,309
31-07-2020,456
23-01-2020,105
16-10-2019,282
02-02-2020,335
11-02-2020,342
14-03-2019,159
28-02-2020,189
19-08-2020,479
18-06-2018,345
16-01-2018,74
07-09-2019,281
17-08-2018,336
28-03-2020,266
09-10-2020,166
19-09-2020,284
03-05-2020,172
13-01-2019,497
22-06-2018,289
30-04-2020,416
05-06-2018,407
24-03-2020,247
12-12-2019,197
10-03-2020,251
15-09-2019,269
25-09-2020,422
07-12-2018,114
11-09-2020,405
18-11-2020,409
27-02-2018,52
11-05-2019,486
26-03-2020,442
27-09-2020,427
09-07-2019,287
26-10-2019,248
11-09-2019,344
29-01-2020,141
09-10-2020,350
09-05-2019,429
17-08-2019,169
03-07-2019,410
24-10-2019,416
03-02-2020,85
08-01-2019,464
08-05-2018,424
26-11-2019,280
24-11-2020,211
11-06-2018,85
16-12-2019,284
19-08-2019,435
25-02-2019,490
10-12-2020,150
02-05-2020,489
14-11-2018,225
20-02-2018,245
29-06-2019,454
29-06-2018,136
04-11-2018,78
07-12-2020,426
20-03-2019,466
22-09-2020,300
09-05-2019,358
11-09-2020,456
13-06-2018,82
10-04-2020,69
21-12-2019,398
22-08-2019,351
15-11-2018,250
17-08-2019,302
16-11-2019,429
19-02-2020,410
04-09-2018,194
11-06-2019,226
17-11-2020,397
25-11-2020,381
10-05-2019,107
06-02-2018,319
28-09-2020,268
14-03-2020,469
28-05-2019,451
24-12-2018,101
01-05-2020,288
26-02-2018,236
17-01-2019,220
30-04-2019,219
25-05-2018,100
19-06-2019,94
08-03-2020,194
31-05-2020,330
31-12-2019,198
28-01-2019,390
13-08-2018,431
17-10-2019,231
,
